,budget,country,cum_ww_gross,director,genre_1,genre_2,genre_3,language,mpaa_rating,ratings_count,release_date,runtime,title,url,usa_gross,user_rating
160,20000000,USA,,John Patrick Shanley,Drama,Mystery,,English,PG-13,110687,2008-12-25,104.0,Doubt,https://www.imdb.com/title/tt0918927,33422556.0,7.5
161,,USA,,Patrick Brice,Horror,Thriller,,English,Not Rated,10390,2017-10-24,78.0,Creep 2,https://www.imdb.com/title/tt3654796,,6.4
162,25000000,USA,,Mimi Leder,Action,Crime,Thriller,English,R,31354,2009-01-09,104.0,Thick as Thieves,https://www.imdb.com/title/tt1112782,,6.0
163,94000000,UK,273321715,Roar Uthaug,Action,Adventure,Fantasy,English,PG-13,131702,2018-03-16,118.0,Tomb Raider,https://www.imdb.com/title/tt1365519,57421715.0,6.4
164,,UK,,Fernando Meirelles,Drama,Mystery,Romance,English,R,122344,2005-08-31,129.0,The Constant Gardener,https://www.imdb.com/title/tt0387131,,7.4
165,8500000,USA,,Darren Lynn Bousman,Horror,Musical,Sci-Fi,English,R,21895,2008-11-20,98.0,Repo! The Genetic Opera,https://www.imdb.com/title/tt0963194,140244.0,6.7
166,,USA,,Raoul Walsh,Action,Crime,Drama,English,Not Rated,10944,1939-10-28,106.0,The Roaring Twenties,https://www.imdb.com/title/tt0031867,,7.9
167,40000000,USA,,David Lynch,Action,Adventure,Sci-Fi,English,PG-13,107896,1984-12-14,137.0,Dune,https://www.imdb.com/title/tt0087182,30925690.0,6.6
168,65000000,Germany,240159255,Paul W.S. Anderson,Action,Horror,Sci-Fi,English,R,121780,2012-09-14,95.0,Resident Evil: Retribution,https://www.imdb.com/title/tt1855325,42345531.0,5.4
169,8000000,USA,63464861,John Carney,Comedy,Drama,Music,English,R,125033,2014-07-11,104.0,Begin Again,https://www.imdb.com/title/tt1980929,16170632.0,7.4
170,25000000,USA,,Andrew Bergman,Comedy,Romance,Thriller,English,PG-13,15567,1992-08-28,96.0,Honeymoon in Vegas,https://www.imdb.com/title/tt0104438,35208854.0,5.8
171,40000000,USA,76000000,Randal Kleiser,Adventure,Comedy,Family,English,PG,36225,1992-07-17,89.0,Honey I Blew Up the Kid,https://www.imdb.com/title/tt0104437,58662452.0,4.8
172,20000000,USA,,Kevin Reynolds,Drama,Thriller,,English,R,20028,1997-07-30,119.0,One Eight Seven,https://www.imdb.com/title/tt0118531,5716080.0,6.7
173,237000000,UK,2787965087,James Cameron,Action,Adventure,Fantasy,English,PG-13,1003912,2009-12-18,162.0,Avatar,https://www.imdb.com/title/tt0499549,760507625.0,7.8
174,18000000,USA,358991681,Chris Columbus,Adventure,Comedy,Family,English,PG,246605,1992-11-20,120.0,Home Alone 2: Lost in New York,https://www.imdb.com/title/tt0104431,173585516.0,6.7
175,20000000,USA,,Peter MacDonald,Action,Adventure,Drama,English,R,20678,1998-12-03,99.0,Legionnaire,https://www.imdb.com/title/tt0126388,,5.4
176,9000000,USA,5127434,Tom Elkins,Drama,Horror,Mystery,English,R,14698,2013-03-14,101.0,The Haunting in Connecticut 2: Ghosts of Georgia,https://www.imdb.com/title/tt1457765,,5.3
177,20000000,USA,318000141,James Wan,Horror,Mystery,Thriller,English,R,372321,2013-07-19,112.0,The Conjuring,https://www.imdb.com/title/tt1457767,137400141.0,7.5
178,,USA,,Elia Kazan,Drama,Romance,,English,Not Rated,15563,1961-11-17,124.0,Splendor in the Grass,https://www.imdb.com/title/tt0055471,8720000.0,7.8
179,18000000,USA,,Hal Needham,Action,Comedy,Sport,English,PG,29514,1981-06-19,95.0,The Cannonball Run,https://www.imdb.com/title/tt0082136,72179579.0,6.2
180,,UK,,Michael Caton-Jones,Drama,History,War,English,R,10399,2006-03-31,115.0,Shooting Dogs,https://www.imdb.com/title/tt0420901,,7.7
181,"
Budget:€12,000,000
            (estimated)
",Netherlands,,Martin Koolhoven,Drama,Thriller,Western,English,R,27326,2017-01-12,148.0,Brimstone,https://www.imdb.com/title/tt1895315,,7.1
182,60000000,USA,140813273,Steven Spielberg,Comedy,Drama,Romance,English,PG-13,351444,2004-06-18,128.0,The Terminal,https://www.imdb.com/title/tt0362227,77872883.0,7.3
183,12000000,UK,,Christopher Smith,Fantasy,Mystery,Thriller,English,R,84892,2009-10-16,99.0,Triangle,https://www.imdb.com/title/tt1187064,,6.9
184,180000000,UK,814037575,David Yates,Adventure,Family,Fantasy,English,PG-13,317651,2016-11-18,133.0,Fantastic Beasts and Where to Find Them,https://www.imdb.com/title/tt3183660,234037575.0,7.4
185,,Australia,,Josh Lawson,Comedy,Drama,Romance,English,Not Rated,22867,2015-06-26,96.0,The Little Death,https://www.imdb.com/title/tt2785032,18238.0,7.1
186,2000000,Australia,,John Hillcoat,Crime,Drama,Western,English,R,46322,2006-06-09,104.0,The Proposition,https://www.imdb.com/title/tt0421238,1900725.0,7.4
187,245000000,USA,2068178225,J.J. Abrams,Action,Adventure,Fantasy,English,PG-13,755217,2015-12-18,136.0,Star Wars: Episode VII - The Force Awakens,https://www.imdb.com/title/tt2488496,936662225.0,8.0
188,35000000,USA,82347656,Aleksander Bach,Action,Adventure,Crime,English,R,77872,2015-08-21,96.0,Hitman: Agent 47,https://www.imdb.com/title/tt2679042,22467450.0,5.7
189,,UK,1007759,William Oldroyd,Drama,Romance,,English,R,13403,2017-07-14,89.0,Lady Macbeth,https://www.imdb.com/title/tt4291600,1129408.0,6.9
190,50000000,USA,111069515,Jay Chandrasekhar,Adventure,Comedy,,English,PG-13,71169,2005-08-05,104.0,The Dukes of Hazzard,https://www.imdb.com/title/tt0377818,80270227.0,5.1
191,12000000,USA,26749794,David Mackenzie,Action,Crime,Drama,English,R,160952,2016-08-26,102.0,Hell or High Water,https://www.imdb.com/title/tt2582782,26862450.0,7.6
192,135000000,USA,587204668,"Kirk DeMicco, Chris Sanders",Animation,Action,Adventure,English,PG,171441,2013-03-22,98.0,The Croods,https://www.imdb.com/title/tt0481499,187168425.0,7.2
193,4500000,UK,,Oliver Stone,Drama,History,Thriller,English,R,17147,1986-04-23,122.0,Salvador,https://www.imdb.com/title/tt0091886,1500000.0,7.5
194,,India,,Prakash Jha,Crime,Drama,,Hindi,Not Rated,14708,2010-06-04,163.0,Raajneeti,https://www.imdb.com/title/tt1291465,1436397.0,7.1
195,63000000,USA,71000000,David Fincher,Drama,,,English,R,1602217,1999-10-15,139.0,Fight Club,https://www.imdb.com/title/tt0137523,37030102.0,8.8
196,2500000,USA,,Don Taylor,Action,Sci-Fi,,English,G,28290,1971-07-09,98.0,Escape from the Planet of the Apes,https://www.imdb.com/title/tt0067065,12300000.0,6.3
197,7000000,UK,,Ben Wheatley,Action,Comedy,Crime,English,R,32888,2017-04-21,91.0,Free Fire,https://www.imdb.com/title/tt4158096,1798472.0,6.4
198,6500000,USA,16861137,Grégory Levasseur,Action,Adventure,Horror,English,R,20639,2014-12-05,89.0,The Pyramid,https://www.imdb.com/title/tt2799166,2756333.0,4.6
199,37000000,USA,392616625,Catherine Hardwicke,Drama,Fantasy,Romance,English,PG-13,380703,2008-11-21,122.0,Twilight,https://www.imdb.com/title/tt1099212,192769854.0,5.2
200,15000000,USA,100734718,Patrick Lussier,Horror,Mystery,Thriller,English,R,49478,2009-01-16,101.0,My Bloody Valentine,https://www.imdb.com/title/tt1179891,51545952.0,5.5
201,4340000,USA,,John Frankenheimer,Action,Crime,Drama,English,R,14629,1975-05-21,119.0,French Connection II,https://www.imdb.com/title/tt0073018,12484444.0,6.8
202,80000000,USA,10769311,John Dahl,Action,Drama,War,Filipino,R,19857,2005-08-12,132.0,The Great Raid,https://www.imdb.com/title/tt0326905,10166502.0,6.7
203,25000000,USA,,Stephen Kessler,Comedy,,,English,PG,38444,1997-02-14,93.0,Vegas Vacation,https://www.imdb.com/title/tt0120434,36429528.0,5.9
204,350000,USA,,Robert Hiltzik,Horror,,,English,R,20347,1983-11-18,84.0,Sleepaway Camp,https://www.imdb.com/title/tt0086320,11000000.0,6.3
205,2650000,USA,,"John Frankenheimer, Charles Crichton",Biography,Crime,Drama,English,Not Rated,14013,1962-09-15,147.0,Birdman of Alcatraz,https://www.imdb.com/title/tt0055798,,7.8
206,,USA,,Justin Reardon,Comedy,Romance,,English,R,21793,2015-05-08,94.0,Playing It Cool,https://www.imdb.com/title/tt2139555,,6.0
207,25000000,USA,77208711,Paul Thomas Anderson,Drama,,,English,R,445142,2008-01-25,158.0,There Will Be Blood,https://www.imdb.com/title/tt0469494,40222514.0,8.1
208,"
Budget:£280,000
            (estimated)
",UK,,"Michael Powell, Emeric Pressburger",Drama,,,English,Not Rated,18345,1947-12-01,101.0,Black Narcissus,https://www.imdb.com/title/tt0039192,,8.0
209,,USA,,Henry Koster,Comedy,Drama,Fantasy,English,Not Rated,11710,1948-02-16,109.0,The Bishop's Wife,https://www.imdb.com/title/tt0039190,,7.6
210,,USA,,Kyle Newacheck,Action,Comedy,,English,TV-MA,18399,2018-03-23,101.0,"Game Over, Man!",https://www.imdb.com/title/tt3317234,,5.4
211,61000000,USA,312268954,Wes Ball,Action,Sci-Fi,Thriller,English,PG-13,190427,2015-09-18,131.0,Maze Runner: The Scorch Trials,https://www.imdb.com/title/tt4046784,81670090.0,6.3
212,,USA,253625427,Walt Becker,Adventure,Comedy,,English,PG-13,107356,2007-03-02,100.0,Wild Hogs,https://www.imdb.com/title/tt0486946,168273550.0,5.9
213,8000000,USA,7315248,Luke Scott,Action,Horror,Sci-Fi,English,R,33251,2016-09-02,92.0,Morgan,https://www.imdb.com/title/tt4520364,3912052.0,5.8
214,11000000,USA,90449929,Peyton Reed,Comedy,Romance,Sport,English,PG-13,78572,2000-08-25,98.0,Bring It On,https://www.imdb.com/title/tt0204946,68379000.0,6.0
215,60000000,USA,,Michael Caton-Jones,Crime,Drama,Mystery,English,R,22858,2002-09-06,108.0,City by the Sea,https://www.imdb.com/title/tt0269095,22433915.0,6.1
216,60000000,USA,264118201,Peter Weir,Comedy,Drama,Sci-Fi,English,PG,800013,1998-06-05,103.0,The Truman Show,https://www.imdb.com/title/tt0120382,125618201.0,8.1
217,25000000,USA,70442940,Fred Wolf,Comedy,Romance,,English,PG-13,71628,2008-08-22,97.0,The House Bunny,https://www.imdb.com/title/tt0852713,48237389.0,5.5
218,34200000,USA,234801895,Dennis Dugan,Comedy,Drama,,English,PG-13,179713,1999-06-25,93.0,Big Daddy,https://www.imdb.com/title/tt0142342,163479795.0,6.4
219,"
Budget:£2,000,000
            (estimated)
",UK,,Hadi Hajaig,Action,Crime,Drama,English,Not Rated,18934,2012-09-11,108.0,Cleanskin,https://www.imdb.com/title/tt1598873,,6.3
220,,USA,,Jack Arnold,Horror,,,English,G,21649,1954-03-05,79.0,Creature from the Black Lagoon,https://www.imdb.com/title/tt0046876,1300000.0,7.0
221,45000000,USA,31336389,Mike Newell,Drama,Romance,,English,R,20839,2007-11-16,139.0,Love in the Time of Cholera,https://www.imdb.com/title/tt0484740,4607608.0,6.4
222,,USA,,Ian Samuels,Comedy,Drama,Romance,English,PG-13,14343,2018-09-07,105.0,Sierra Burgess Is a Loser,https://www.imdb.com/title/tt3120280,,6.1
223,15000000,USA,52501541,Jean-Marc Vallée,Adventure,Biography,Drama,English,R,106263,2014-12-19,115.0,Wild,https://www.imdb.com/title/tt2305051,37880356.0,7.1
224,,USA,,Howard Hawks,Action,Drama,Western,English,Not Rated,49082,1959-04-04,141.0,Rio Bravo,https://www.imdb.com/title/tt0053221,12535000.0,8.0
225,90000,USA,,John De Bello,Adventure,Comedy,Horror,English,PG,11026,1978-10-08,83.0,Attack of the Killer Tomatoes!,https://www.imdb.com/title/tt0080391,,4.6
226,44000000,USA,155160045,Gavin O'Connor,Action,Crime,Drama,English,R,218738,2016-10-14,128.0,The Accountant,https://www.imdb.com/title/tt2140479,86260045.0,7.4
227,1000000,Taiwan,30000000,Ang Lee,Comedy,Drama,Romance,Mandarin,R,12283,1993-08-04,106.0,Xi yan,https://www.imdb.com/title/tt0107156,6933459.0,7.7
228,25000000,Portugal,,Bille August,Drama,Romance,,English,R,18888,1994-04-01,140.0,The House of the Spirits,https://www.imdb.com/title/tt0107151,6265311.0,6.9
229,,Canada,,Allan Moyle,Comedy,Drama,Music,English,R,23668,1990-08-22,102.0,Pump Up the Volume,https://www.imdb.com/title/tt0100436,11541758.0,7.2
230,730000,USA,18000000,Fred Zinnemann,Action,Drama,Thriller,English,PG,88000,1952-07-30,85.0,High Noon,https://www.imdb.com/title/tt0044706,9450000.0,8.0
231,10000000,USA,,Ken Marino,Comedy,Drama,,English,PG-13,10509,2017-04-28,115.0,How to Be a Latin Lover,https://www.imdb.com/title/tt4795124,32088029.0,5.9
232,40000000,USA,244527583,Robert Zemeckis,Adventure,Comedy,Sci-Fi,English,PG,340554,1990-05-25,118.0,Back to the Future Part III,https://www.imdb.com/title/tt0099088,87727583.0,7.4
233,10000000,USA,,Bruce Malmuth,Action,Crime,Drama,English,R,24637,1990-02-09,96.0,Hard to Kill,https://www.imdb.com/title/tt0099739,47410000.0,5.8
234,38000000,USA,197011982,Robert Rodriguez,Action,Adventure,Comedy,English,PG,47190,2003-07-25,84.0,Spy Kids 3: Game Over,https://www.imdb.com/title/tt0338459,111761982.0,4.2
235,45000000,USA,47400000,Curtis Hanson,Adventure,Crime,Thriller,English,PG-13,37067,1994-09-30,111.0,The River Wild,https://www.imdb.com/title/tt0110997,46815748.0,6.3
236,"
Budget:NZD 200,000
            (estimated)
",New Zealand,,Peter Jackson,Comedy,Horror,Sci-Fi,English,Not Rated,40170,1989-06-01,91.0,Bad Taste,https://www.imdb.com/title/tt0092610,,6.7
237,35000000,USA,66700000,Steven Spielberg,Drama,History,War,English,PG,102380,1987-12-25,153.0,Empire of the Sun,https://www.imdb.com/title/tt0092965,22238696.0,7.8
238,,USA,31623833,Steve Rash,Comedy,Drama,Romance,English,PG-13,28227,1987-08-14,94.0,Can't Buy Me Love,https://www.imdb.com/title/tt0092718,31623833.0,6.7
239,15000000,USA,,Alan Parker,Crime,Drama,History,English,R,75433,1989-01-27,128.0,Mississippi Burning,https://www.imdb.com/title/tt0095647,34603943.0,7.8
240,3000000,USA,,Barbet Schroeder,Comedy,Drama,Romance,English,R,16672,1987-10-16,100.0,Barfly,https://www.imdb.com/title/tt0092618,3221568.0,7.3
241,60000000,UK,,Joe Wright,Biography,Drama,Music,English,PG-13,47655,2009-04-24,117.0,The Soloist,https://www.imdb.com/title/tt0821642,31670931.0,6.7
242,,USA,102223269,Mark Waters,Comedy,Fantasy,Romance,English,PG-13,75327,2009-05-01,100.0,Ghosts of Girlfriends Past,https://www.imdb.com/title/tt0821640,55250026.0,5.8
243,5000000,France,,Roman Polanski,Drama,Romance,Thriller,English,R,30007,1994-03-18,139.0,Bitter Moon,https://www.imdb.com/title/tt0104779,1862805.0,7.2
244,47000000,Belgium,2331721,Jaco Van Dormael,Drama,Fantasy,Romance,English,R,188662,2013-09-26,141.0,Mr. Nobody,https://www.imdb.com/title/tt0485947,3600.0,7.9
245,,USA,,Henry King,Drama,War,,English,Not Rated,11187,1950-01-01,132.0,Twelve O'Clock High,https://www.imdb.com/title/tt0041996,,7.8
246,53000000,USA,,"Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie",Action,Horror,Thriller,English,R,166687,2007-04-06,191.0,Grindhouse,https://www.imdb.com/title/tt0462322,25031037.0,7.6
247,,USA,,Max Nichols,Comedy,Romance,,English,R,57987,2014-09-26,86.0,Two Night Stand,https://www.imdb.com/title/tt2140619,15600.0,6.4
248,28000000,USA,,Nima Nourizadeh,Action,Comedy,Sci-Fi,English,R,73297,2015-08-21,96.0,American Ultra,https://www.imdb.com/title/tt3316948,14434604.0,6.1
249,,USA,,Ramin Bahrani,Drama,Sci-Fi,Thriller,English,TV-14,11165,2018-05-20,100.0,Fahrenheit 451,https://www.imdb.com/title/tt0360556,,4.9
250,110000000,USA,563749323,Raja Gosnell,Animation,Adventure,Comedy,English,PG,75271,2011-07-29,103.0,The Smurfs,https://www.imdb.com/title/tt0472181,142614158.0,5.5
251,13000000,USA,99036827,Jon M. Chu,Documentary,Music,,English,G,74906,2011-02-11,115.0,Justin Bieber: Never Say Never,https://www.imdb.com/title/tt1702443,73013910.0,1.6
252,85000000,USA,158468292,Justin Lin,Action,Crime,Thriller,English,PG-13,210550,2006-06-16,104.0,The Fast and the Furious: Tokyo Drift,https://www.imdb.com/title/tt0463985,62514415.0,6.0
253,5000000,USA,,Anthony Hickox,Horror,,,English,R,23699,1992-09-11,97.0,Hellraiser III: Hell on Earth,https://www.imdb.com/title/tt0104409,12534961.0,5.5
254,,UK,,James Frawley,Adventure,Comedy,Family,English,G,28468,1979-06-22,95.0,The Muppet Movie,https://www.imdb.com/title/tt0079588,76657000.0,7.6
255,650000,USA,,Jim Mickle,Drama,Horror,Sci-Fi,English,R,38016,2011-06-17,98.0,Stake Land,https://www.imdb.com/title/tt1464580,18469.0,6.5
256,40000000,USA,117195061,"Tim Burton, Mike Johnson",Animation,Drama,Family,English,PG,216166,2005-09-23,77.0,Corpse Bride,https://www.imdb.com/title/tt0121164,53359111.0,7.4
257,,France,,Armando Iannucci,Comedy,Drama,History,English,R,47652,2018-03-09,107.0,The Death of Stalin,https://www.imdb.com/title/tt4686844,8041828.0,7.2
258,,USA,,Robin Swicord,Drama,,,English,R,11777,2017-05-19,106.0,Wakefield,https://www.imdb.com/title/tt5195412,259412.0,6.3
259,"
Budget:£4,000,000
            (estimated)
",Ireland,,Jon Wright,Comedy,Horror,Sci-Fi,English,Not Rated,15228,2012-08-10,94.0,Grabbers,https://www.imdb.com/title/tt1525366,,6.3
260,15000000,USA,26070520,George A. Romero,Horror,Sci-Fi,Thriller,English,R,85267,2005-06-24,93.0,Land of the Dead,https://www.imdb.com/title/tt0418819,20700082.0,6.2
261,45000000,USA,164539660,Oliver Parker,Action,Adventure,Comedy,English,PG,102430,2011-10-21,101.0,Johnny English Reborn,https://www.imdb.com/title/tt1634122,8305970.0,6.3
262,12000000,UK,,Blake Edwards,Comedy,Crime,Mystery,English,PG,17886,1978-07-19,99.0,Revenge of the Pink Panther,https://www.imdb.com/title/tt0078163,49579269.0,6.7
263,180000000,USA,853977126,Taika Waititi,Action,Adventure,Comedy,English,PG-13,391142,2017-11-03,130.0,Thor: Ragnarok,https://www.imdb.com/title/tt3501632,315058289.0,7.9
264,2500000,USA,9043000,Zach Braff,Comedy,Drama,Romance,English,R,198877,2004-08-20,102.0,Garden State,https://www.imdb.com/title/tt0333766,26782316.0,7.5
265,,South Africa,,Stephen S. Campanelli,Action,Crime,Thriller,English,Not Rated,11776,2015-10-16,96.0,Momentum,https://www.imdb.com/title/tt3181776,,5.5
266,3500000,USA,,Angela Robinson,Action,Comedy,Romance,English,PG-13,13459,2005-03-25,91.0,D.E.B.S.,https://www.imdb.com/title/tt0367631,96793.0,5.3
267,40000000,USA,42898313,Susanna Fogel,Action,Adventure,Comedy,English,R,12595,2018-08-03,117.0,The Spy Who Dumped Me,https://www.imdb.com/title/tt6663582,33562069.0,6.4
268,,Denmark,8866905,Susanne Bier,Drama,,,Danish,R,28694,2007-05-11,120.0,Efter brylluppet,https://www.imdb.com/title/tt0457655,412544.0,7.8
269,7000000,USA,,Paul Schrader,Biography,Crime,Drama,English,R,12207,2002-11-01,105.0,Auto Focus,https://www.imdb.com/title/tt0298744,2062066.0,6.6
270,50000000,USA,,George Armitage,Comedy,Crime,,English,PG-13,16840,2004-01-30,88.0,The Big Bounce,https://www.imdb.com/title/tt0315824,6471394.0,4.9
271,,USA,,Michael Caton-Jones,Comedy,Drama,Romance,English,PG-13,29410,1991-08-02,104.0,Doc Hollywood,https://www.imdb.com/title/tt0101745,54830779.0,6.2
272,,UK,,Michael Apted,Drama,Mystery,Romance,English,R,18933,2002-06-07,119.0,Enigma,https://www.imdb.com/title/tt0157583,4298329.0,6.4
273,50000000,USA,,William Friedkin,Crime,Drama,Thriller,English,R,10319,1995-10-13,95.0,Jade,https://www.imdb.com/title/tt0113451,9795017.0,5.2
274,75000000,USA,59249294,Harold Becker,Crime,Mystery,Thriller,English,PG-13,22882,2001-11-02,89.0,Domestic Disturbance,https://www.imdb.com/title/tt0249478,45246095.0,5.5
275,150000000,USA,212011111,Peter Weir,Action,Adventure,Drama,English,PG-13,185280,2003-11-14,138.0,Master and Commander: The Far Side of the World,https://www.imdb.com/title/tt0311113,93927920.0,7.4
276,12000000,USA,,Fred Dekker,Action,Comedy,Fantasy,English,PG-13,23370,1987-08-14,79.0,The Monster Squad,https://www.imdb.com/title/tt0093560,3769990.0,7.1
277,20000000,USA,,Martin Scorsese,Comedy,Crime,Drama,English,PG,64319,1982-12-18,109.0,The King of Comedy,https://www.imdb.com/title/tt0085794,2500000.0,7.8
278,15000000,USA,,Norman Jewison,Comedy,Drama,Romance,English,PG,41407,1988-01-15,102.0,Moonstruck,https://www.imdb.com/title/tt0093565,80640528.0,7.1
279,"
Budget:€4,000,000
            (estimated)
",Ireland,8978887,Yorgos Lanthimos,Comedy,Drama,Romance,English,R,160158,2015-10-16,119.0,The Lobster,https://www.imdb.com/title/tt3464902,8699235.0,7.1
280,55000000,USA,189624452,Mark Waters,Comedy,Family,Fantasy,English,PG,77380,2011-06-17,94.0,Mr. Popper's Penguins,https://www.imdb.com/title/tt1396218,68224452.0,6.0
281,"
Budget:£2,000,000
            (estimated)
",India,,Rohit Dhawan,Comedy,Drama,,Hindi,Not Rated,11441,2011-11-25,122.0,Desi Boyz,https://www.imdb.com/title/tt1985981,1066167.0,5.9
282,10000000,USA,82391145,Bryan Bertino,Horror,Mystery,Thriller,English,R,106886,2008-05-30,86.0,The Strangers,https://www.imdb.com/title/tt0482606,52597610.0,6.2
283,9000000,France,,Roger Vadim,Adventure,Comedy,Fantasy,English,PG,28130,1968-10-10,98.0,Barbarella,https://www.imdb.com/title/tt0062711,613285.0,5.9
284,7000000,USA,,"Jay Duplass, Mark Duplass",Comedy,Drama,Romance,English,R,32006,2010-07-16,91.0,Cyrus,https://www.imdb.com/title/tt1336617,7455447.0,6.3
