,budget,cum_ww_gross,release_date,title,usa_gross
2578,"$20,000,000","$8,178,569",1/28/2005,Alone in the Dark,"$5,178,569"
2579,"$20,000,000","$14,603,001",10/29/2004,Birth,"$5,005,899"
2580,"$20,000,000","$5,032,013",8/26/2016,Hands of Stone,"$4,712,792"
2581,"$20,000,000","$4,453,327",10/24/2008,Passchendaele,"$4,452,423"
2582,"$20,000,000","$4,504,111",10/3/2008,Flash of Genius,"$4,442,377"
2583,"$20,000,000","$12,397,613",11/21/2007,Iâm Not There,"$4,017,609"
2584,"$20,000,000","$25,361,206",9/7/2012,The Cold Light of Day,"$3,763,583"
2585,"$20,000,000","$5,531,756",5/15/2009,The Brothers Bloom,"$3,531,756"
2586,"$20,000,000","$4,383,538",10/24/2008,"Synecdoche, New York","$3,083,538"
2587,"$20,000,000","$2,507,181",11/3/2017,LBJ,"$2,468,683"
2588,"$20,000,000","$150,350,000",10/29/1999,Mononoke-hime,"$2,374,107"
2589,"$20,000,000","$8,361,736",3/19/2004,Bon Voyage,"$2,353,728"
2590,"$20,000,000","$2,246,000",11/13/2015,My All-American,"$2,246,000"
2591,"$20,000,000","$2,000,000",6/20/1980,Can't Stop the Music,"$2,000,000"
2592,"$20,000,000","$5,313,608",5/5/2006,The Proposition,"$1,903,434"
2593,"$20,000,000","$1,646,664",8/22/2003,Marci X,"$1,646,664"
2594,"$20,000,000","$5,345,869",12/6/2002,Equilibrium,"$1,190,018"
2595,"$20,000,000","$6,093,725",4/29/2011,Dylan Dog: Dead of Night,"$1,186,538"
2596,"$20,000,000","$1,065,907",8/29/2012,The Oogieloves in the BIG Balloon Adventure,"$1,065,907"
2597,"$20,000,000","$8,221,700",5/23/2008,The Children of Huang Shi,"$1,031,872"
2598,"$20,000,000","$2,282,710",10/20/2000,The Yards,"$882,710"
2599,"$20,000,000","$754,301",8/6/2010,Middle Men,"$754,301"
2600,"$20,000,000","$43,888,531",4/28/2017,JÃ¬yÃ¬ dÃ shÄ«,"$587,470"
2601,"$20,000,000","$873,617",12/3/2010,All Good Things,"$582,024"
2602,"$20,000,000","$3,727,746",11/13/2015,By the Sea,"$538,460"
2603,"$20,000,000","$10,468,867",3/18/2005,Steamboy,"$468,867"
2604,"$20,000,000","$375,474",4/22/2005,The Game of Their Lives,"$375,474"
2605,"$20,000,000","$305,070",9/11/1994,Rapa Nui,"$305,070"
2606,"$20,000,000","$277,943",12/10/2010,The Tempest,"$277,943"
2607,"$20,000,000","$47,300,771",3/7/2008,é·æ±ä¸è (CJ7),"$206,678"
2608,"$20,000,000","$1,167,092",9/18/2009,The Burning Plain,"$200,730"
2609,"$20,000,000","$26,146,072",3/27/1998,Les Couloirs du temps: Les visiteurs 2,"$146,072"
2610,"$20,000,000","$5,694,213",4/25/2003,People I Know,"$121,972"
2611,"$20,000,000","$15,824,374",10/30/2015,Regression,"$55,039"
2612,"$20,000,000","$38,585,047",12/31/2008,Koltchak,$0
2613,"$20,000,000","$34,454,336",12/31/2012,Zambezia,$0
2614,"$20,000,000","$22,139,590",4/13/2010,Three Kingdoms: Resurrection of the Dragon,$0
2615,"$20,000,000","$5,918,742",3/31/2004,The Touch,$0
2616,"$20,000,000","$1,703,281",5/29/2015,Survivor,$0
2617,"$20,000,000","$476,377",11/18/2016,The History of Love,$0
2618,"$20,000,000",$0,12/25/2007,Butterfly on a Wheel,$0
2619,"$20,000,000",$0,12/31/2020,The Story of Bonnie and Clyde,$0
2620,"$20,000,000",$0,8/29/2014,Dwegons and Leprechauns,$0
2621,"$20,000,000",$0,7/22/2016,Fight Valley,$0
2622,"$20,000,000",$0,12/31/2017,The Thousand Miles,$0
2623,"$19,700,000","$16,498,827",8/21/2009,Der Baader Meinhof Komplex,"$476,270"
2624,"$19,500,000","$189,261,311",12/1/2017,The Shape of Water,"$63,859,435"
2625,"$19,500,000","$29,393,634",11/23/2012,De rouille et dâos,"$2,061,449"
2626,"$19,400,000","$15,118,795",12/20/2006,The Painted Veil,"$8,060,487"
2627,"$19,200,000","$5,617,460",8/23/2013,The Frozen Ground,$0
2628,"$19,100,000","$5,965,646",7/29/2011,The Devil's Double,"$1,361,512"
2629,"$19,000,000","$385,524,862",7/3/1985,Back to the Future,"$212,259,762"
2630,"$19,000,000","$424,200,000",11/9/1990,Dances with Wolves,"$184,208,842"
2631,"$19,000,000","$277,200,000",7/7/2000,Scary Movie,"$157,019,771"
2632,"$19,000,000","$215,448,997",6/24/2011,Bad Teacher,"$100,292,856"
2633,"$19,000,000","$141,354,394",8/12/2016,Sausage Party,"$97,670,358"
2634,"$19,000,000","$58,571,513",9/15/1989,Sea of Love,"$58,571,513"
2635,"$19,000,000","$101,564,935",1/10/2003,Just Married,"$56,127,162"
2636,"$19,000,000","$51,733,921",9/11/2009,I Can Do Bad All By Myself,"$51,733,921"
2637,"$19,000,000","$70,164,105",7/16/2004,A Cinderella Story,"$51,438,175"
2638,"$19,000,000","$44,728,227",5/23/1980,The Shining,"$44,017,374"
2639,"$19,000,000","$68,467,960",10/26/2001,Thirteen Ghosts,"$41,867,960"
2640,"$19,000,000","$65,090,541",10/29/1999,House on Haunted Hill,"$40,846,082"
2641,"$19,000,000","$56,445,534",2/26/2010,The Crazies,"$39,123,589"
2642,"$19,000,000","$44,972,183",1/16/2009,Notorious,"$36,843,682"
2643,"$19,000,000","$49,858,465",8/20/2010,The Switch,"$27,758,465"
2644,"$19,000,000","$32,618,920",1/8/2010,Leap Year,"$25,918,920"
2645,"$19,000,000","$76,086,711",11/8/2013,The Book Thief,"$21,488,481"
2646,"$19,000,000","$34,352,162",10/19/2007,"Gone, Baby, Gone","$20,300,218"
2647,"$19,000,000","$15,911,332",7/26/2000,Thomas and the Magic Railroad,"$15,911,332"
2648,"$19,000,000","$13,680,000",11/8/1962,Mutiny on The Bounty,"$13,680,000"
2649,"$19,000,000","$274,949,886",9/20/2002,Sen to Chihiro no Kamikakushi,"$10,049,886"
2650,"$19,000,000","$10,412,485",10/17/2008,Sex Drive,"$8,402,485"
2651,"$19,000,000","$8,123,860",1/9/1998,Firestorm,"$8,123,860"
2652,"$19,000,000","$7,576,604",3/4/2011,Take Me Home Tonight,"$6,928,068"
2653,"$19,000,000","$5,745,503",9/28/2012,Won't Back Down,"$5,310,554"
2654,"$19,000,000","$5,103,675",6/1/2018,Action Point,"$5,059,608"
2655,"$19,000,000","$4,750,000",1/1/1964,The Fall of the Roman Empire,"$4,750,000"
2656,"$19,000,000","$2,119,994",11/24/1993,The Nutcracker,"$2,119,994"
2657,"$19,000,000","$1,353,824",8/16/1996,Kansas City,"$1,353,824"
2658,"$19,000,000",$0,12/31/2013,Out of Inferno,$0
2659,"$18,975,000","$47,751,015",6/24/2005,George A. Romero's Land of the Dead,"$20,700,082"
2660,"$18,900,000","$26,063,572",12/15/2006,IndigÃ¨nes,"$320,700"
2661,"$18,500,000","$109,175,673",4/15/2005,The Amityville Horror,"$65,233,369"
2662,"$18,500,000","$32,531,759",12/6/2002,Adaptation,"$22,498,520"
2663,"$18,500,000","$32,679,264",10/2/2009,The Invention of Lying,"$18,451,251"
2664,"$18,500,000","$13,711,903",5/22/1998,Fear and Loathing in Las Vegas,"$10,680,275"
2665,"$18,500,000","$33,954,018",7/4/2008,Ne le dis Ã  personne,"$6,198,883"
2666,"$18,500,000","$4,221,341",2/2/2001,Left Behind,"$4,221,341"
2667,"$18,000,000","$270,944,428",5/9/2014,Neighbors,"$150,086,800"
2668,"$18,000,000","$261,443,242",11/3/2006,Borat,"$128,505,958"
2669,"$18,000,000","$351,620,129",7/29/1994,The Mask,"$119,920,129"
2670,"$18,000,000","$151,668,774",6/3/1988,Big,"$114,968,774"
2671,"$18,000,000","$141,809,235",7/13/2001,Legally Blonde,"$96,493,426"
2672,"$18,000,000","$130,953,026",4/30/2004,Mean Girls,"$86,047,227"
2673,"$18,000,000","$87,000,000",6/1/1984,Star Trek III: The Search for Spock,"$76,471,046"
2674,"$18,000,000","$144,529,078",9/9/2005,The Exorcism of Emily Rose,"$75,072,454"
2675,"$18,000,000","$92,935,067",12/10/1999,Deuce Bigalow: Male Gigolo,"$65,535,067"
2676,"$18,000,000","$65,842,412",1/1/2004,Barbershop 2: Back in Business,"$65,070,412"
2677,"$18,000,000","$92,357,499",12/16/2005,The Family Stone,"$60,062,868"
2678,"$18,000,000","$77,147,031",11/26/2003,Bad Santa,"$60,060,328"
2679,"$18,000,000","$98,267,558",6/12/1987,Predator,"$59,735,548"
2680,"$18,000,000","$92,057,814",3/25/2016,My Big Fat Greek Wedding 2,"$59,689,605"
2681,"$18,000,000","$60,278,166",9/11/2015,The Perfect Guy,"$57,027,435"
2682,"$18,000,000","$67,683,989",5/2/1997,Austin Powers: International Man of Mystery,"$53,883,989"
2683,"$18,000,000","$73,695,194",3/25/2011,Diary of a Wimpy Kid: Rodrick Rules,"$52,698,535"
2684,"$18,000,000","$51,973,029",9/19/1984,Amadeus,"$51,973,029"
2685,"$18,000,000","$57,193,655",4/11/2008,Prom Night,"$43,869,350"
2686,"$18,000,000","$47,158,652",4/8/2011,Soul Surfer,"$43,853,424"
2687,"$18,000,000","$57,490,024",9/26/2003,Under the Tuscan Sun,"$43,601,508"
2688,"$18,000,000","$103,215,094",10/17/2014,Birdman or (The Unexpected Virtue of Ignorance),"$42,340,598"
2689,"$18,000,000","$41,382,841",10/10/1986,Peggy Sue Got Married,"$41,382,841"
2690,"$18,000,000","$41,300,105",12/26/2001,Gosford Park,"$41,300,105"
2691,"$18,000,000","$43,308,707",1/11/2002,Orange County,"$41,059,716"
2692,"$18,000,000","$102,912,961",7/26/2013,Blue Jasmine,"$33,404,871"
2693,"$18,000,000","$77,635,035",4/28/2006,United 93,"$31,567,134"
2694,"$18,000,000","$62,646,763",12/5/2003,Honey,"$30,272,254"
2695,"$18,000,000","$37,048,526",10/14/2005,The Fog,"$29,511,112"
2696,"$18,000,000","$26,936,265",5/24/1996,Spy Hard,"$26,936,265"
2697,"$18,000,000","$41,166,033",8/7/2015,Ricki and the Flash,"$26,839,498"
2698,"$18,000,000","$26,593,580",12/13/1989,Glory,"$26,593,580"
2699,"$18,000,000","$26,400,000",6/29/1984,Conan the Destroyer,"$26,400,000"
2700,"$18,000,000","$42,227,490",11/13/2015,Love the Coopers,"$26,302,731"
2701,"$18,000,000","$24,911,670",6/24/1970,Catch-22,"$24,911,670"
2702,"$18,000,000","$27,148,898",4/10/2009,Observe and Report,"$24,007,324"
2703,"$18,000,000","$23,380,203",11/14/1980,Raging Bull,"$23,380,203"
2704,"$18,000,000","$36,133,014",9/18/2009,Love Happens,"$22,965,110"
2705,"$18,000,000","$80,227,619",9/25/2009,Fame,"$22,455,510"
2706,"$18,000,000","$40,651,864",4/28/2017,The Circle,"$20,497,844"
2707,"$18,000,000","$19,739,000",12/4/1985,Young Sherlock Holmes,"$19,739,000"
2708,"$18,000,000","$60,217,171",11/5/2010,127 Hours,"$18,335,230"
2709,"$18,000,000","$29,934,477",5/19/2000,Small Time Crooks,"$17,266,359"
2710,"$18,000,000","$21,361,109",5/12/2000,Center Stage,"$17,200,925"
2711,"$18,000,000","$30,535,660",1/15/2016,Norm of the North,"$17,062,499"
2712,"$18,000,000","$16,959,614",2/6/2004,Catch That Kid,"$16,703,799"
2713,"$18,000,000","$43,402,515",8/16/2013,Jobs,"$16,131,410"
2714,"$18,000,000","$23,889,158",10/26/2001,Life as a House,"$15,652,637"
2715,"$18,000,000","$19,685,588",1/8/2010,Youth in Revolt,"$15,285,588"
2716,"$18,000,000","$17,868,801",7/25/2014,And So It Goes,"$15,160,801"
2717,"$18,000,000","$16,382,538",7/10/2009,"I Love You, Beth Cooper","$14,800,725"
2718,"$18,000,000","$13,747,234",7/24/1981,Blow Out,"$13,747,234"
2719,"$18,000,000","$27,491,653",3/30/2001,The Tailor of Panama,"$13,491,653"
2720,"$18,000,000","$13,400,000",5/22/1981,The Legend of the Lone Ranger,"$13,400,000"
2721,"$18,000,000","$14,189,810",1/31/2014,Labor Day,"$13,371,528"
2722,"$18,000,000","$11,813,989",8/30/2013,Getaway,"$10,501,938"
2723,"$18,000,000","$16,011,975",9/26/1997,The Ice Storm,"$8,038,061"
2724,"$18,000,000","$14,488,705",10/15/2004,Being Julia,"$7,739,049"
2725,"$18,000,000","$7,190,505",3/22/1989,Troop Beverly Hills,"$7,190,505"
2726,"$18,000,000","$6,734,844",2/21/1986,Nine 1/2 Weeks,"$6,734,844"
2727,"$18,000,000","$15,696,146",1/15/2010,The Last Station,"$6,617,867"
2728,"$18,000,000","$6,000,000",6/26/1981,Dragonslayer,"$6,000,000"
2729,"$18,000,000","$5,828,466",9/30/1994,Ed Wood,"$5,828,466"
2730,"$18,000,000","$27,147,349",6/6/2008,Mongol,"$5,705,761"
2731,"$18,000,000","$27,794,339",10/8/2008,RocknRolla,"$5,700,626"
2732,"$18,000,000","$5,675,599",6/25/1982,Megaforce,"$5,675,599"
2733,"$18,000,000","$25,941,437",8/20/2010,Mao's Last Dancer,"$4,806,750"
2734,"$18,000,000","$7,129,670",12/25/1996,Hamlet,"$4,501,094"
2735,"$18,000,000","$23,910,210",4/11/2014,The Railway Man,"$4,438,438"
2736,"$18,000,000","$4,100,000",12/29/1995,Restoration,"$4,100,000"
2737,"$18,000,000","$7,680,250",3/18/2016,Midnight Special,"$3,712,282"
2738,"$18,000,000","$7,731,230",11/25/2016,Miss Sloane,"$3,500,605"
2739,"$18,000,000","$9,082,906",9/27/2013,Metallica Through the Never,"$3,419,967"
2740,"$18,000,000","$13,203,044",9/19/2003,Anything Else,"$3,203,044"
2741,"$18,000,000","$2,483,790",2/23/1996,Unforgettable,"$2,483,790"
2742,"$18,000,000","$42,091,497",3/17/2017,T2: Trainspotting,"$2,402,004"
2743,"$18,000,000","$25,727,044",12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,"$2,222,862"
2744,"$18,000,000","$1,305,114",4/25/1986,8 Million Ways to Die,"$1,305,114"
2745,"$18,000,000","$1,199,510",3/1/2013,Phantom,"$1,034,589"
2746,"$18,000,000","$676,698",4/26/2002,The Salton Sea,"$676,698"
2747,"$18,000,000","$315,000",4/24/2009,The Informers,"$315,000"
2748,"$18,000,000","$229,311",9/24/1999,One Man's Hero,"$229,311"
2749,"$18,000,000","$1,619,153",10/15/2010,Carlos,"$145,526"
2750,"$18,000,000","$2,401,413",9/22/2006,Renaissance,"$70,644"
2751,"$18,000,000","$627,422",12/31/2008,I Come with the Rain,$0
2752,"$18,000,000","$309,608",4/15/2016,I Am Wrath,$0
2753,"$18,000,000",$0,4/8/2008,Day of the Dead,$0
2754,"$18,000,000",$0,8/22/2014,The Prince,$0
2755,"$18,000,000",$0,11/14/2014,Wolves,$0
2756,"$18,000,000",$0,2/19/2016,Forsaken,$0
2757,"$17,900,000","$6,908,640",6/28/1985,Red Sonja,"$6,905,861"
2758,"$17,700,000","$14,518,884",7/13/2012,Red Lights,"$49,521"
2759,"$17,500,000","$169,955,142",8/17/2007,Superbad,"$121,463,226"
2760,"$17,500,000","$90,508,336",2/20/2009,Madea Goes To Jail,"$90,508,336"
2761,"$17,500,000","$148,586,910",2/14/2008,Step Up 2 the Streets,"$58,017,783"
2762,"$17,500,000","$109,843,390",1/13/2006,Hoodwinked,"$51,386,611"
2763,"$17,500,000","$99,135,571",11/21/2007,Hitman,"$39,687,694"
2764,"$17,500,000","$36,521,223",12/22/2004,Hotel Rwanda,"$23,519,128"
2765,"$17,500,000","$20,159,316",8/25/2006,Beerfest,"$19,185,184"
2766,"$17,500,000","$7,285,135",11/27/2013,Black Nativity,"$7,018,188"
2767,"$17,500,000","$325,491",4/25/2003,City of Ghosts,"$325,491"
2768,"$17,500,000","$60,865,364",12/31/2007,Taxi 4,$0
2769,"$17,000,000","$334,524,361",4/6/2018,A Quiet Place,"$188,024,361"
2770,"$17,000,000","$207,765,056",8/10/2001,The Others,"$96,522,687"
2771,"$17,000,000","$183,316,455",7/18/1986,Aliens,"$85,160,248"
2772,"$17,000,000","$136,890,774",8/13/2014,Letâs Be Cops,"$82,390,774"
2773,"$17,000,000","$125,250,091",10/17/1997,I Know What You Did Last Summer,"$72,250,091"
2774,"$17,000,000","$72,070,955",10/22/1964,My Fair Lady,"$72,000,000"
2775,"$17,000,000","$109,793,192",10/22/2004,Sideways,"$71,502,303"
2776,"$17,000,000","$72,835,710",11/15/2013,The Best Man Holiday,"$70,525,195"
2777,"$17,000,000","$92,670,237",2/13/2009,Friday the 13th,"$65,002,019"
2778,"$17,000,000","$116,044,347",9/28/2012,Pitch Perfect,"$65,001,093"
2779,"$17,000,000","$55,041,738",8/5/1998,Halloween: H2O,"$55,041,738"
2780,"$17,000,000","$97,778,356",4/5/2013,Evil Dead,"$54,239,856"
2781,"$17,000,000","$177,535,958",8/27/2004,Jet Li's Hero,"$53,652,140"
2782,"$17,000,000","$133,735,284",10/29/2010,Saw 3D,"$45,710,178"
2783,"$17,000,000","$45,707,924",2/20/2015,"McFarland, USA","$44,480,275"
2784,"$17,000,000","$42,493,506",11/11/2016,Almost Christmas,"$42,065,185"
2785,"$17,000,000","$70,355,813",3/10/2006,The Hills Have Eyes,"$41,778,863"
2786,"$17,000,000","$95,092,667",3/1/2002,40 Days and 40 Nights,"$37,939,782"
2787,"$17,000,000","$45,312,217",10/10/2003,Good Boy!,"$37,667,746"
2788,"$17,000,000","$57,263,440",1/26/2007,Smokin' Aces,"$35,662,731"
2789,"$17,000,000","$30,331,165",10/2/1998,A Night at the Roxbury,"$30,331,165"
2790,"$17,000,000","$38,028,230",3/4/2011,Beastly,"$27,865,571"
2791,"$17,000,000","$39,233,233",3/5/2010,Brooklyn's Finest,"$27,163,593"
2792,"$17,000,000","$26,918,576",7/9/1982,Tron,"$26,918,576"
2793,"$17,000,000","$24,719,879",8/20/2010,Lottery Ticket,"$24,719,879"
2794,"$17,000,000","$23,734,486",9/5/2003,Dickie Roberts: Former Child Star,"$22,734,486"
2795,"$17,000,000","$21,170,563",3/31/2006,ATL,"$21,170,563"
2796,"$17,000,000","$19,693,891",8/24/2001,Summer Catch,"$19,693,891"
2797,"$17,000,000","$16,316,273",12/11/1998,A Simple Plan,"$16,316,273"
2798,"$17,000,000","$15,680,099",3/24/2006,Larry the Cable Guy: Health Inspector,"$15,680,099"
2799,"$17,000,000","$16,140,842",11/27/2002,Wes Craven Presents: They,"$12,840,842"
2800,"$17,000,000","$11,634,458",10/1/1999,The Adventures of Elmo in Grouchland,"$11,634,458"
2801,"$17,000,000","$11,227,824",7/24/1987,Superman IV: The Quest for Peace,"$11,227,824"
2802,"$17,000,000","$10,000,000",1/1/1963,55 Days at Peking,"$10,000,000"
2803,"$17,000,000","$20,477,425",6/5/2009,My Life in Ruins,"$8,677,425"
2804,"$17,000,000","$16,510,971",4/21/2006,American Dreamz,"$7,314,027"
2805,"$17,000,000","$8,607,815",1/25/2008,How She Move,"$7,070,641"
2806,"$17,000,000","$9,729,088",2/24/2006,Running Scared,"$6,855,137"
2807,"$17,000,000","$10,637,281",8/24/2012,The Apparition,"$4,936,819"
2808,"$17,000,000","$2,694,071",4/30/2004,Bobby Jones: Stroke of Genius,"$2,694,071"
2809,"$17,000,000","$2,315,000",8/29/1986,Shanghai Surprise,"$2,315,000"
2810,"$17,000,000","$8,609,949",12/25/2010,L'illusionniste,"$2,231,474"
2811,"$17,000,000","$2,110,050",1/1/1981,Roar,"$2,110,050"
2812,"$17,000,000","$9,438,074",10/17/2003,Veronica Guerin,"$1,569,918"
2813,"$17,000,000","$6,942,889",6/10/2016,Genius,"$1,361,045"
2814,"$17,000,000","$364,607",11/14/2007,Southland Tales,"$275,380"
2815,"$17,000,000","$3,917,679",6/26/2015,Escobar: Paradise Lost,"$195,792"
2816,"$17,000,000","$14,534,046",9/26/2017,"Mune, le gardien de la lune",$0
2817,"$17,000,000","$13,446,115",6/23/2009,Chasseurs de dragons,$0
2818,"$17,000,000",$0,10/21/1977,Damnation Alley,$0
2819,"$16,800,000","$7,313,697",3/11/2016,The Young Messiah,"$6,469,813"
2820,"$16,800,000","$2,281,089",11/10/2006,FUR: An Imaginary Portrait of Diane Arbus,"$223,202"
2821,"$16,500,000","$58,011,485",11/27/1991,My Girl,"$58,011,485"
2822,"$16,500,000","$43,848,100",12/11/1987,Wall Street,"$43,848,100"
2823,"$16,500,000","$134,993,774",12/11/1995,Sense and Sensibility,"$42,993,774"
2824,"$16,500,000","$83,792,062",8/18/2006,The Illusionist,"$39,868,642"
2825,"$16,500,000","$39,380,876",8/3/2007,Becoming Jane,"$18,663,911"
2826,"$16,500,000","$16,157,923",12/19/2003,House of Sand and Fog,"$13,005,485"
2827,"$16,500,000","$13,636,339",9/21/2007,Sydney White,"$11,892,415"
2828,"$16,500,000","$21,404,122",12/31/2007,Arn - Tempelriddaren,$0
2829,"$16,400,000","$239,500,000",6/2/1989,Dead Poets Society,"$95,860,116"
2830,"$16,000,000","$246,400,000",12/16/1994,Dumb & Dumber,"$127,175,374"
2831,"$16,000,000","$92,961,960",7/14/1989,When Harry Met Sallyâ¦,"$92,823,546"
2832,"$16,000,000","$119,739,110",5/19/2000,Road Trip,"$68,525,609"
2833,"$16,000,000","$53,977,250",12/8/1982,The Verdict,"$53,977,250"
2834,"$16,000,000","$54,294,169",1/15/1999,Varsity Blues,"$52,894,169"
2835,"$16,000,000","$68,846,930",5/25/2012,Moonrise Kingdom,"$45,512,466"
2836,"$16,000,000","$128,256,712",11/25/2011,The Artist,"$44,667,095"
2837,"$16,000,000","$78,208,812",1/9/2009,The Unborn,"$42,670,410"
2838,"$16,000,000","$40,363,530",8/2/2002,The Master of Disguise,"$40,363,530"
2839,"$16,000,000","$50,517,763",10/6/2006,The Texas Chainsaw Massacre: The Beginning,"$39,517,763"
2840,"$16,000,000","$87,041,569",12/29/2006,El Laberinto del Fauno,"$37,634,615"
2841,"$16,000,000","$52,545,707",2/4/2011,The Roommate,"$37,300,107"
2842,"$16,000,000","$53,774,833",2/2/2007,The Messengers,"$35,374,833"
2843,"$16,000,000","$43,057,552",3/2/2001,See Spot Run,"$33,357,476"
2844,"$16,000,000","$29,090,445",8/9/1991,Double Impact,"$29,090,445"
2845,"$16,000,000","$28,734,552",6/27/2001,Baby Boy,"$28,734,552"
2846,"$16,000,000","$30,987,695",4/11/2001,Joe Dirt,"$27,087,695"
2847,"$16,000,000","$50,103,808",9/12/2008,The Women,"$26,902,075"
2848,"$16,000,000","$81,742,618",4/20/2007,Hot Fuzz,"$23,618,786"
2849,"$16,000,000","$104,504,817",8/15/2008,Vicky Cristina Barcelona,"$23,216,709"
2850,"$16,000,000","$21,799,652",6/16/2000,Boys and Girls,"$21,799,652"
2851,"$16,000,000","$20,723,581",6/13/2018,Superfly,"$20,537,137"
2852,"$16,000,000","$45,284,974",11/18/1994,LÃ©on,"$19,284,974"
2853,"$16,000,000","$56,506,120",3/12/2010,Remember Me,"$19,068,240"
2854,"$16,000,000","$21,657,770",10/11/2002,White Oleander,"$16,357,770"
2855,"$16,000,000","$31,943,401",9/18/2009,Jennifer's Body,"$16,204,793"
2856,"$16,000,000","$15,980,376",3/3/2000,Drowning Mona,"$15,427,192"
2857,"$16,000,000","$14,792,779",1/30/1987,Radio Days,"$14,792,779"
2858,"$16,000,000","$14,108,518",7/18/2003,How to Deal,"$14,108,518"
2859,"$16,000,000","$20,769,209",10/3/2014,Left Behind,"$14,019,924"
2860,"$16,000,000","$14,553,807",5/28/2004,Soul Plane,"$13,922,211"
2861,"$16,000,000","$13,854,000",12/9/1988,My Stepmother Is an Alien,"$13,854,000"
2862,"$16,000,000","$12,617,472",6/29/2012,People Like Us,"$12,431,792"
2863,"$16,000,000","$11,810,854",5/28/1999,The Thirteenth Floor,"$11,810,854"
2864,"$16,000,000","$11,540,112",9/3/2004,The Cookout,"$11,540,112"
2865,"$16,000,000","$8,400,000",10/19/1979,Meteor,"$8,400,000"
2866,"$16,000,000","$12,900,000",3/7/1986,Highlander,"$5,900,000"
2867,"$16,000,000","$6,603,926",11/18/2016,Bleed for This,"$5,083,906"
2868,"$16,000,000","$14,839,383",5/3/2002,Hollywood Ending,"$4,839,383"
2869,"$16,000,000","$6,615,452",9/15/2000,Duets,"$4,734,235"
2870,"$16,000,000","$5,825,314",8/13/1999,Detroit Rock City,"$4,217,115"
2871,"$16,000,000","$8,120,148",10/19/2007,Things We Lost in the Fire,"$3,287,315"
