,budget,cum_ww_gross,release_date,title,usa_gross
4776,"$2,000,000","$466,106",4/15/2005,House of D,"$388,532"
4777,"$2,000,000","$2,350,641",1/18/2008,Teeth,"$347,578"
4778,"$2,000,000","$304,602",7/26/1996,Stonewall,"$304,602"
4779,"$2,000,000","$759,504",9/8/2006,Sherrybaby,"$199,176"
4780,"$2,000,000","$147,299",2/13/2015,The Last Five Years,"$147,299"
4781,"$2,000,000","$134,624",9/18/1998,Six-String Samurai,"$134,624"
4782,"$2,000,000","$121,807",5/26/2000,Hum to Mohabbt Karega,"$121,807"
4783,"$2,000,000","$2,226,603",4/15/2005,It's All Gone Pete Tong,"$120,620"
4784,"$2,000,000","$102,645",1/29/2010,Saint John of Las Vegas,"$102,645"
4785,"$2,000,000","$72,544",4/15/1998,24 7: Twenty Four Seven,"$72,544"
4786,"$2,000,000","$72,277",9/19/2014,Pump,"$72,277"
4787,"$2,000,000","$2,046,090",10/24/2008,Roadside Romeo,"$55,202"
4788,"$2,000,000","$76,654",5/4/2001,Eureka,"$49,388"
4789,"$2,000,000","$2,009,644",4/7/2015,Lost River,"$45,431"
4790,"$2,000,000","$37,227",7/18/2003,This Thing of Ours,"$37,227"
4791,"$2,000,000","$6,341,684",10/9/2015,Knock Knock,"$36,336"
4792,"$2,000,000","$35,312",2/3/2017,Growing up Smith,"$35,312"
4793,"$2,000,000","$30,955",3/20/2009,Super Capers,"$30,955"
4794,"$2,000,000","$21,000",1/1/1993,Return of the Living Dead 3,"$21,000"
4795,"$2,000,000","$17,896",11/20/2009,The Missing Person,"$17,896"
4796,"$2,000,000","$17,061",10/19/2012,The First Time ,"$17,061"
4797,"$2,000,000","$12,667",2/10/2006,London,"$12,667"
4798,"$2,000,000","$10,024",8/27/2010,Circle,"$10,024"
4799,"$2,000,000","$4,294,373",10/31/2008,Eden Lake,"$7,321"
4800,"$2,000,000","$10,679",6/11/2010,Jerusalema,"$7,294"
4801,"$2,000,000","$5,361",6/23/2006,Say Uncle,"$5,361"
4802,"$2,000,000","$28,864",9/13/2013,Plush,"$3,080"
4803,"$2,000,000","$2,436",10/26/2012,The Ghastly Love of Johnny X,"$2,436"
4804,"$2,000,000","$3,620,902",12/29/2009,Lesbian Vampire Killers,$0
4805,"$2,000,000","$2,151,887",9/9/2011,Grave Encounters,$0
4806,"$2,000,000","$475,846",10/23/2015,Bone Tomahawk,$0
4807,"$2,000,000","$105,377",12/10/2004,Freeze Frame,$0
4808,"$2,000,000","$63,555",4/1/2013,Stitches,$0
4809,"$2,000,000",$926,12/31/2015,"To Be Frank, Sinatra at 100",$0
4810,"$2,000,000",$0,4/28/1971,Bananas,$0
4811,"$2,000,000",$0,12/31/2009,Nine Dead,$0
4812,"$2,000,000",$0,10/14/2008,No Man's Land: The Rise of Reeker,$0
4813,"$2,000,000",$0,7/7/2007,Rockaway,$0
4814,"$2,000,000",$0,8/12/1927,Wings,$0
4815,"$2,000,000",$0,3/17/2015,The Lady from Shanghai,$0
4816,"$2,000,000",$0,3/19/2013,Straight A's,$0
4817,"$2,000,000",$0,3/30/2012,The Legend of Hellâs Gate: An American Conspiracy,$0
4818,"$2,000,000",$0,12/31/2012,Highway,$0
4819,"$2,000,000",$0,2/8/2013,Small Apartments,$0
4820,"$2,000,000",$0,7/9/2013,Coffee Town,$0
4821,"$2,000,000",$0,12/31/2014,Lucky Dog,$0
4822,"$2,000,000",$0,12/31/2001,Pendulum,$0
4823,"$2,000,000",$0,9/9/2014,A Funny Thing Happened on the Way to the Forum,$0
4824,"$2,000,000",$0,9/23/2008,Slacker Uprising,$0
4825,"$2,000,000",$0,3/20/2015,The Walking Deceased,$0
4826,"$2,000,000",$0,12/31/2011,True Bromance,$0
4827,"$2,000,000",$0,8/21/2015,The Curse of Downers Grove,$0
4828,"$2,000,000",$0,12/31/2015,Wind Walkers,$0
4829,"$2,000,000",$0,7/8/2016,The Dog Lover,$0
4830,"$2,000,000",$0,12/1/2015,Shark Lake,$0
4831,"$1,987,650","$21,270,290",9/24/2010,Buried,"$1,044,143"
4832,"$1,950,000",$0,4/21/2015,The Marine 4,$0
4833,"$1,900,000","$4,600,000",5/8/1987,River's Edge,"$4,600,000"
4834,"$1,900,000","$5,617,067",7/25/2008,Man on Wire,"$2,962,242"
4835,"$1,900,000","$7,785,229",10/8/2010,Nowhere Boy,"$1,445,366"
4836,"$1,900,000","$1,445,140",7/11/2003,Northfork,"$1,420,578"
4837,"$1,900,000","$478,595",4/24/2015,Brotherly Love,"$478,595"
4838,"$1,900,000","$4,581,937",6/3/2011,Submarine,"$467,602"
4839,"$1,900,000","$740,932",4/9/2010,The Square,"$406,216"
4840,"$1,900,000","$10,137,234",2/8/2013,ABCD (Any Body Can Dance),"$222,098"
4841,"$1,900,000","$139,317",6/29/2007,Chacun sa nuit,"$18,435"
4842,"$1,900,000","$285,593",7/26/2013,Stranded,$0
4843,"$1,900,000","$12,444",12/31/2015,Vaalu,$0
4844,"$1,800,000","$70,165,900",8/27/2010,The Last Exorcism,"$41,034,350"
4845,"$1,800,000","$25,878,153",11/16/1976,Carrie,"$25,878,153"
4846,"$1,800,000","$25,504,513",11/9/1984,A Nightmare on Elm Street,"$25,504,513"
4847,"$1,800,000","$23,265,132",6/27/2012,Beasts of the Southern Wild,"$12,795,746"
4848,"$1,800,000","$9,164,370",1/29/1964,Dr. Strangelove,"$9,164,370"
4849,"$1,800,000","$8,800,000",1/1/1973,Battle for the Planet of the Apes,"$8,800,000"
4850,"$1,800,000","$8,000,000",9/18/1951,A Streetcar Named Desire,"$8,000,000"
4851,"$1,800,000","$6,800,000",8/3/1968,Hang 'em High,"$6,800,000"
4852,"$1,800,000","$5,719,000",11/15/2002,El crimen de padre Amaro,"$5,719,000"
4853,"$1,800,000","$3,050,934",6/15/2001,Songcatcher,"$3,050,934"
4854,"$1,800,000","$842,693",8/23/2011,Higher Ground,"$841,056"
4855,"$1,800,000","$783,733",4/22/2011,POM Wonderful Presents: The Greatest Movie Ever Sold,"$638,476"
4856,"$1,800,000","$1,322,161",1/7/2005,Travellers and Magicians,"$506,793"
4857,"$1,800,000",$673,1/1/1993,Ed and his Dead Mother,$673
4858,"$1,800,000",$0,12/31/2009,Deadline,$0
4859,"$1,800,000",$0,3/13/2007,Sublime,$0
4860,"$1,800,000",$0,2/3/2012,Dysfunctional Friends,$0
4861,"$1,800,000",$0,12/31/2013,Independence Daysaster,$0
4862,"$1,800,000",$0,3/11/2014,Against the Wild,$0
4863,"$1,800,000",$0,10/20/2015,Beginners Guide to Sex,$0
4864,"$1,750,000","$22,879,194",6/18/1999,Lola rennt,"$7,267,324"
4865,"$1,750,000","$634,803",2/7/2003,May,"$145,540"
4866,"$1,750,000","$1,278,471",10/8/2010,I Spit on Your Grave,"$93,051"
4867,"$1,750,000",$0,12/31/2013,Living Dark: The Story of Ted the Caver,$0
4868,"$1,700,000","$42,137,871",11/23/2001,In the Bedroom,"$35,930,604"
4869,"$1,700,000","$23,271,741",3/19/2008,La misma luna,"$12,590,147"
4870,"$1,700,000","$9,700,000",6/30/1972,Conquest of the Planet of the Apes,"$9,700,000"
4871,"$1,700,000","$12,231,500",2/28/2014,The Lunchbox,"$4,231,500"
4872,"$1,700,000","$2,507,159",10/4/2013,Grace Unplugged,"$2,507,159"
4873,"$1,700,000","$2,891,228",10/1/1999,"Happy, Texas","$2,039,192"
4874,"$1,700,000","$9,696,537",12/18/2015,Saul fia,"$1,777,043"
4875,"$1,700,000","$4,727,375",6/17/2005,My Summer of Love,"$1,000,915"
4876,"$1,700,000","$661,221",6/24/2005,Yes,"$396,035"
4877,"$1,650,000","$30,500,000",8/5/1953,From Here to Eternity,"$30,500,000"
4878,"$1,644,000","$4,000,000",1/1/1938,You Can't Take It With You,"$4,000,000"
4879,"$1,600,000","$6,026,908",4/9/1999,Foolish,"$6,026,908"
4880,"$1,600,000","$5,400,000",1/1/1949,She Wore a Yellow Ribbon,"$5,400,000"
4881,"$1,600,000","$4,420,000",4/7/1974,The Conversation,"$4,420,000"
4882,"$1,600,000","$2,595,644",10/15/2010,N-Secure,"$2,595,644"
4883,"$1,600,000","$14,253,760",2/1/2008,Sukkar banat,"$1,060,591"
4884,"$1,600,000","$419,428",12/31/1989,Out of the Dark,"$419,428"
4885,"$1,600,000","$145,382",1/27/2006,Bubble,"$145,382"
4886,"$1,600,000","$129,319",9/23/2005,Dil Jo Bhi Kahey...,"$129,319"
4887,"$1,600,000","$2,627,795",1/15/1999,Mississippi Mermaid,"$27,795"
4888,"$1,600,000","$868,081",9/26/2014,Two Night Stand,"$15,600"
4889,"$1,600,000","$3,264",11/4/2005,I Love Your Work,"$3,264"
4890,"$1,577,000",$0,12/31/1955,The Kingâs Thief,$0
4891,"$1,500,000","$99,870,886",4/1/2011,Insidious,"$54,009,150"
4892,"$1,500,000","$65,322,266",10/21/2016,Moonlight,"$27,854,931"
4893,"$1,500,000","$30,351,664",9/12/2003,Cabin Fever,"$21,158,188"
4894,"$1,500,000","$22,217,183",5/2/2007,Waitress,"$19,097,550"
4895,"$1,500,000","$14,533,681",9/8/1989,Kickboxer,"$14,533,681"
4896,"$1,500,000","$11,806,119",2/26/1988,Bloodsport,"$11,806,119"
4897,"$1,500,000","$9,000,000",1/1/1939,Mr. Smith Goes To Washington,"$9,000,000"
4898,"$1,500,000","$20,412,216",7/21/1995,Kids,"$7,412,216"
4899,"$1,500,000","$11,191,423",10/5/2005,The Squid and the Whale,"$7,372,734"
4900,"$1,500,000","$9,345,061",3/13/2002,Kissing Jessica Stein,"$7,025,722"
4901,"$1,500,000","$7,000,000",10/31/1945,Spellbound,"$7,000,000"
4902,"$1,500,000","$55,000,000",4/20/1979,Dawn of the Dead,"$5,100,000"
4903,"$1,500,000","$5,046,118",9/23/1994,Exotica,"$5,046,118"
4904,"$1,500,000","$4,128,828",7/26/2013,The To Do List,"$3,491,669"
4905,"$1,500,000","$2,592,308",2/1/2013,The Gatekeepers,"$2,408,553"
4906,"$1,500,000","$2,380,606",6/26/1998,Buffalo '66,"$2,380,606"
4907,"$1,500,000","$2,300,000",3/2/1984,Repo Man,"$2,300,000"
4908,"$1,500,000","$2,082,980",10/21/2016,Iâm Not Ashamed,"$2,082,980"
4909,"$1,500,000","$2,730,877",1/18/1985,Blood Simple,"$1,690,913"
4910,"$1,500,000","$12,412,889",4/19/2002,Nueve Reinas,"$1,222,889"
4911,"$1,500,000","$1,541,131",4/19/2013,The Lords of Salem,"$1,165,881"
4912,"$1,500,000","$922,727",10/21/2016,31,"$779,820"
4913,"$1,500,000","$1,126,258",3/25/2005,The Ballad of Jack and Rose,"$712,294"
4914,"$1,500,000","$510,957",4/22/2016,Unsullied,"$510,957"
4915,"$1,500,000","$418,953",8/31/1994,Killing Zoe,"$418,953"
4916,"$1,500,000","$1,840,248",5/17/2002,The Believer,"$406,035"
4917,"$1,500,000","$414,404",3/7/2008,Snow Angels,"$402,858"
4918,"$1,500,000","$1,619,602",8/10/2001,Session 9,"$378,176"
4919,"$1,500,000","$372,239",2/11/2011,MOOZ-lum,"$362,239"
4920,"$1,500,000","$194,568",9/5/2007,I Want Someone To Eat Cheese With,"$194,568"
4921,"$1,500,000","$184,705",8/19/2011,Amigo,"$184,705"
4922,"$1,500,000","$240,396",9/7/2007,Hatchet,"$175,281"
4923,"$1,500,000","$173,066",10/31/2008,My Name is Bruce,"$173,066"
4924,"$1,500,000","$1,605,139",8/6/2010,The Disappearance of Alice Creed,"$166,980"
4925,"$1,500,000","$165,049",2/5/1936,Modern Times,"$163,245"
4926,"$1,500,000","$139,084",5/11/2007,The Salon,"$139,084"
4927,"$1,500,000","$176,262",10/25/2013,The Square,"$124,244"
4928,"$1,500,000","$119,841",3/22/2002,Stolen Summer,"$119,841"
4929,"$1,500,000","$113,169",3/6/2015,Road Hard,"$113,169"
4930,"$1,500,000","$172,569",9/28/2005,Forty Shades of Blue,"$75,828"
4931,"$1,500,000","$52,429",10/9/2009,Trucker,"$52,429"
4932,"$1,500,000","$31,916",5/29/2009,Pontypool,"$3,865"
4933,"$1,500,000","$2,105",9/28/2015,"Me, You and Five Bucks","$2,105"
4934,"$1,500,000","$236,863",10/17/2014,Housebound,$0
4935,"$1,500,000","$98,806",7/20/2018,Teefa in Trouble,$0
4936,"$1,500,000","$58,692",11/4/2005,Wal-Mart: The High Cost of Low Price,$0
4937,"$1,500,000","$5,396",4/17/2014,Closer to the Moon,$0
4938,"$1,500,000",$0,3/17/2006,Fetching Cody,$0
4939,"$1,500,000",$0,6/3/2011,The Lion of Judah,$0
4940,"$1,500,000",$0,11/11/2014,Once Upon a Time in Queens,$0
4941,"$1,500,000",$0,2/13/2015,Girlhouse,$0
4942,"$1,500,000",$0,5/26/2015,Mutant World,$0
4943,"$1,500,000",$0,11/20/2015,#Horror,$0
4944,"$1,500,000",$0,9/8/2015,Checkmate,$0
4945,"$1,488,000","$184,925,486",12/21/1937,Snow White and the Seven Dwarfs,"$184,925,486"
4946,"$1,455,000","$2,620,000",1/1/1968,Shalako,"$2,620,000"
4947,"$1,400,000","$5,545,484",11/20/2015,Mustang,"$845,464"
4948,"$1,400,000","$1,261,792",4/29/2005,The Holy Girl,"$304,124"
4949,"$1,400,000","$1,945,420",10/3/2014,La chambre bleue,"$260,441"
4950,"$1,400,000","$56,073",9/17/2004,Incident at Loch Ness,"$36,830"
4951,"$1,400,000","$1,632",4/5/2013,Eddie: The Sleepwalking Cannibal,"$1,632"
4952,"$1,400,000",$0,5/1/2010,My Girlfriend's Boyfriend,$0
4953,"$1,400,000",$0,12/31/2014,Kurmanjan datka,$0
4954,"$1,400,000",$0,12/31/2014,House at the End of the Drive,$0
4955,"$1,377,800",$0,7/6/1966,Batman - The Movie,$0
4956,"$1,350,000","$28,356,188",3/5/1999,"Lock, Stock and Two Smoking Barrels","$3,897,569"
4957,"$1,305,000","$909,000",8/19/1983,The Ballad of Gregorio Cortez,"$909,000"
4958,"$1,300,000","$5,273,000",6/26/1936,San Francisco,"$2,868,000"
4959,"$1,300,000","$1,647,780",10/9/1998,Festen,"$1,647,780"
4960,"$1,300,000","$749,741",10/11/1996,Trees Lounge,"$749,741"
4961,"$1,300,000","$1,005,840",5/22/2009,The Girlfriend Experience,"$695,840"
4962,"$1,300,000","$635,305",3/23/2007,Journey from the Fall,"$635,305"
4963,"$1,300,000","$609,042",5/5/2000,The Basket,"$609,042"
4964,"$1,300,000","$288,751",1/30/2015,Above and Beyond,"$288,751"
4965,"$1,300,000","$210,904",3/15/1985,Def-Con 4,"$210,904"
4966,"$1,300,000","$329,621",12/9/2005,Neal n' Nikki,"$100,358"
4967,"$1,300,000","$90,213",12/19/2003,The Hebrew Hammer,"$77,755"
4968,"$1,300,000","$16,653",6/13/2014,Los insolitos peces gato,"$11,278"
4969,"$1,300,000","$1,738,663",4/7/2006,Simon,"$4,055"
4970,"$1,300,000","$13,465",5/24/2011,Forget Me Not,$0
4971,"$1,300,000",$0,6/8/2010,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,$0
4972,"$1,300,000",$0,6/26/2015,The Algerian,$0
4973,"$1,288,000","$6,000,000",1/1/1940,Rebecca,"$6,000,000"
4974,"$1,250,000","$21,722,776",4/30/1981,Friday the 13th Part 2,"$21,722,776"
4975,"$1,250,000","$11,000,000",1/1/1945,The Lost Weekend,"$11,000,000"
4976,"$1,250,000","$4,700,000",8/31/1984,C.H.U.D.,"$4,700,000"
4977,"$1,250,000","$2,940,411",4/19/2013,Filly Brown,"$2,850,357"
4978,"$1,250,000","$2,500,000",1/21/1953,Niagara,"$2,500,000"
4979,"$1,250,000",$0,10/28/1941,How Green Was My Valley,$0
4980,"$1,250,000",$0,1/13/2015,Da Sweet Blood of Jesus,$0
4981,"$1,200,000","$103,880,027",10/29/2004,Saw,"$55,968,727"
4982,"$1,200,000","$36,741,667",8/4/1989,"Sex, Lies, and Videotape","$24,741,667"
4983,"$1,200,000","$23,046,142",2/15/2002,Super Troopers,"$18,492,362"
4984,"$1,200,000","$27,025,600",2/22/2002,Monsoon Wedding,"$13,876,974"
4985,"$1,200,000","$10,827,356",11/10/2000,You Can Count on Me,"$9,180,275"
4986,"$1,200,000","$7,000,000",7/3/1951,Strangers on a Train,"$7,000,000"
4987,"$1,200,000","$7,000,000",10/3/1955,The Trouble with Harry,"$7,000,000"
4988,"$1,200,000","$6,100,000",12/29/1967,"Il buono, il brutto, il cattivo","$6,100,000"
4989,"$1,200,000","$3,700,000",3/4/2003,The Day the Earth Stood Still,"$3,700,000"
4990,"$1,200,000","$2,859,955",4/19/2013,Home Run,"$2,859,955"
4991,"$1,200,000","$2,832,029",10/23/1992,Reservoir Dogs,"$2,832,029"
4992,"$1,200,000","$2,509,344",7/7/2000,But I'm a Cheerleader,"$2,205,627"
4993,"$1,200,000","$2,000,000",12/23/1956,The Wrong Man,"$2,000,000"
4994,"$1,200,000","$1,255,976",9/26/1975,The Rocky Horror Picture Show,"$1,054,845"
4995,"$1,200,000","$887,000",1/1/1976,The Blue Bird,"$887,000"
4996,"$1,200,000","$595,018",4/13/2012,Blue Like Jazz,"$595,018"
4997,"$1,200,000","$3,247,411",8/28/2015,Que Horas Ela Volta?,"$376,976"
4998,"$1,200,000","$255,000",11/19/1982,Q,"$255,000"
4999,"$1,200,000","$58,936",3/21/2003,Down & Out with the Dolls,"$58,936"
5000,"$1,200,000","$26,608",6/1/2012,"Pink Ribbons, Inc.","$26,608"
5001,"$1,200,000","$8,708",6/23/2017,Blood Feast,"$8,708"
5002,"$1,200,000","$7,826",2/11/2011,Certifiably Jonathan,"$7,826"
5003,"$1,200,000","$4,254",9/18/2015,La navaja de Don Juan,"$4,254"
5004,"$1,200,000","$81,338",12/31/2008,Extreme Movie,$0
5005,"$1,200,000",$0,10/20/1936,The Charge of the Light Brigade,$0
5006,"$1,200,000",$0,6/18/2004,Grand Theft Parsons,$0
5007,"$1,200,000",$0,8/28/2012,Below Zero,$0
5008,"$1,200,000",$0,9/7/2012,Crowsnest,$0
5009,"$1,200,000",$0,9/14/2012,Airborne,$0
5010,"$1,200,000",$0,9/9/2014,Cotton Comes to Harlem,$0
5011,"$1,200,000",$0,2/3/2015,Bleeding Hearts,$0
5012,"$1,200,000",$0,12/31/2013,The Wicked Within,$0
5013,"$1,150,000","$63,777,092",3/21/2014,Godâs Not Dead,"$60,755,732"
5014,"$1,125,000","$18,673,274",10/7/2005,Waiting...,"$16,124,543"
5015,"$1,125,000","$414,736",5/12/2006,Dead Man's Shoes,"$6,408"
5016,"$1,100,000","$29,005,064",12/25/2005,Wolf Creek,"$16,186,348"
5017,"$1,100,000","$24,062,965",2/11/2005,Ong-Bak,"$4,563,167"
5018,"$1,100,000","$9,297,407",3/23/2012,Serbuan maut,"$4,105,123"
5019,"$1,100,000","$1,436,000",9/26/1986,Down by Law,"$1,436,000"
5020,"$1,100,000","$1,355,728",9/4/1987,The Offspring,"$1,355,728"
5021,"$1,100,000","$247,740",2/22/2002,Sex with Strangers,"$247,740"
5022,"$1,100,000","$56,491",5/18/2012,Beyond the Black Rainbow,"$56,491"
5023,"$1,100,000","$81,371",5/14/2003,Dracula: Pages from a Virgin's Diary,"$39,659"
5024,"$1,100,000","$2,636",11/21/2014,The Sleepwalker,"$2,636"
5025,"$1,100,000","$27,561",3/7/2017,Departure,$0
5026,"$1,100,000",$0,4/7/2009,Faith Like Potatoes,$0
5027,"$1,100,000",$0,3/23/2010,Lake Mungo,$0
5028,"$1,100,000",$0,4/7/2015,Silent Running,$0
5029,"$1,100,000",$0,12/31/2010,Dead Undead The,$0
5030,"$1,100,000",$0,12/31/2013,The Vatican Exorcisms,$0
5031,"$1,070,000","$5,348,767",12/11/2009,Rocket Singh: Salesman of the Year,"$164,649"
5032,"$1,039,000","$10,462,500",1/23/1943,Casablanca,"$10,462,500"
5033,"$1,000,000","$225,000,000",11/21/1976,Rocky,"$117,235,147"
5034,"$1,000,000","$101,759,490",1/6/2012,The Devil Inside,"$53,262,945"
5035,"$1,000,000","$37,600,000",10/7/1963,Tom Jones,"$37,600,000"
5036,"$1,000,000","$62,869,004",4/17/2015,Unfriended,"$32,789,645"
5037,"$1,000,000","$28,316,211",2/8/1976,Taxi Driver,"$28,262,574"
5038,"$1,000,000","$53,365,925",5/24/2006,An Inconvenient Truth,"$24,146,161"
5039,"$1,000,000","$21,378,361",2/1/1980,The Fog,"$21,378,361"
5040,"$1,000,000","$26,887,177",8/23/2013,You're Next,"$18,494,006"
5041,"$1,000,000","$42,411,721",5/25/2012,Chernobyl Diaries,"$18,119,640"
5042,"$1,000,000","$17,985,000",4/10/1981,The Howling,"$17,985,000"
5043,"$1,000,000","$59,567,035",5/8/1963,Dr. No,"$16,067,035"
5044,"$1,000,000","$14,575,148",9/18/1987,Hellraiser,"$14,564,000"
5045,"$1,000,000","$15,943,081",9/16/2005,Cry Wolf,"$10,047,674"
5046,"$1,000,000","$10,037,390",8/18/2000,Godzilla 2000,"$10,037,390"
5047,"$1,000,000","$16,566,240",12/29/2010,Blue Valentine,"$9,737,892"
5048,"$1,000,000","$16,553,163",1/20/2006,Transamerica,"$9,015,303"
5049,"$1,000,000","$9,000,000",1/1/1970,Beyond the Valley of the Dolls,"$9,000,000"
5050,"$1,000,000","$9,000,000",1/1/1956,Love Me Tender,"$9,000,000"
5051,"$1,000,000","$9,620,953",7/20/2018,Unfriended: Dark Web,"$8,783,985"
5052,"$1,000,000","$7,800,000",1/1/1949,Sands of Iwo Jima,"$7,800,000"
5053,"$1,000,000","$12,931,569",9/25/2015,The Green Inferno,"$7,192,291"
5054,"$1,000,000","$11,495,204",10/19/2012,The Sessions,"$6,002,451"
5055,"$1,000,000","$16,173,879",4/4/2008,Shine a Light,"$5,505,267"
5056,"$1,000,000","$5,391,992",3/23/2012,October Baby,"$5,355,847"
5057,"$1,000,000","$5,797,192",9/12/2014,The Skeleton Twins,"$5,284,309"
5058,"$1,000,000","$5,892,466",6/14/2013,20 Feet From Stardom,"$4,946,250"
5059,"$1,000,000","$4,731,944",6/12/2009,"Food, Inc.","$4,417,674"
5060,"$1,000,000","$5,839,322",7/28/2017,An Inconvenient Sequel,"$3,496,795"
5061,"$1,000,000","$3,465,703",8/21/1998,Next Stop Wonderland,"$3,395,581"
5062,"$1,000,000","$3,324,070",6/6/2014,Obvious Child,"$3,122,616"
5063,"$1,000,000","$5,438,911",10/21/2011,Martha Marcy May Marlene,"$2,981,038"
5064,"$1,000,000","$3,553,253",8/3/2005,Junebug,"$2,678,010"
5065,"$1,000,000","$6,030,129",8/1/2008,Frozen River,"$2,511,476"
5066,"$1,000,000","$3,575,308",11/21/2001,Sidewalks of New York,"$2,402,459"
5067,"$1,000,000","$2,315,026",4/24/1998,Two Girls and a Guy,"$2,057,193"
5068,"$1,000,000","$2,022,442",9/29/2000,The Broken Hearts Club: A Romantic Comedy,"$1,744,858"
5069,"$1,000,000","$1,849,392",6/28/2006,Who Killed the Electric Car?,"$1,678,874"
5070,"$1,000,000","$1,355,079",9/18/2009,The Secrets of Jonathan Sperry,"$1,355,079"
5071,"$1,000,000","$1,615,787",7/17/1996,Walking and Talking,"$1,287,480"
5072,"$1,000,000","$1,492,895",9/19/2003,Bubba Ho-Tep,"$1,239,183"
5073,"$1,000,000","$2,684,207",12/7/2001,No Man's Land,"$1,067,481"
5074,"$1,000,000","$1,087,521",10/9/1998,Slam,"$1,009,819"
5075,"$1,000,000","$852,206",4/6/2001,Brigham City,"$852,206"
5076,"$1,000,000","$1,471,090",8/18/2017,Patti Cake$,"$800,148"
5077,"$1,000,000","$1,425,707",12/1/2000,Panic,"$779,137"
5078,"$1,000,000","$1,156,309",5/9/2014,Palo Alto,"$767,732"
5079,"$1,000,000","$1,179,462",9/8/2000,Fiza,"$623,791"
5080,"$1,000,000","$2,721,096",2/3/2010,Ajami,"$621,859"
5081,"$1,000,000","$627,287",10/23/1998,Orgazmo,"$582,024"
5082,"$1,000,000","$1,239,174",7/29/2011,The Future,"$568,662"
5083,"$1,000,000","$703,020",2/14/2003,All the Real Girls,"$549,666"
5084,"$1,000,000","$549,185",10/24/2014,23 Blast,"$549,185"
5085,"$1,000,000","$542,909",6/20/1997,Dream With The Fishes,"$542,909"
5086,"$1,000,000","$501,289",7/19/2013,The Act of Killing,"$486,919"
5087,"$1,000,000","$475,367",5/2/2003,Blue Car,"$464,126"
5088,"$1,000,000","$473,769",10/19/2007,Wristcutters: A Love Story,"$446,165"
5089,"$1,000,000","$428,535",5/5/2000,Luminarias,"$428,535"
5090,"$1,000,000","$852,399",7/18/2014,I Origins,"$336,472"
5091,"$1,000,000","$288,757",11/28/2014,Antarctica: A Year on Ice,"$288,757"
5092,"$1,000,000","$839,145",8/22/2003,The Battle of Shaker Heights,"$280,351"
5093,"$1,000,000","$304,472",1/18/2008,Taxi to the Dark Side,"$274,661"
5094,"$1,000,000","$354,836",4/8/2016,The Invitation,"$231,738"
5095,"$1,000,000","$227,241",9/24/2004,Guiana 1838,"$227,241"
5096,"$1,000,000","$213,137",12/30/2002,Love Liza,"$213,137"
5097,"$1,000,000","$215,559",7/7/2006,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,"$144,601"
5098,"$1,000,000","$113,433",8/22/2001,Lisa Picard is Famous,"$113,433"
5099,"$1,000,000","$101,531",7/31/2015,Beyond the Brick: A LEGO Brickumentary,"$101,531"
5100,"$1,000,000","$102,812",10/30/2009,The House of the Devil,"$101,215"
5101,"$1,000,000","$96,734",6/1/2012,Hardflip,"$96,734"
5102,"$1,000,000","$63,014",3/11/2016,Creative Control,"$63,014"
5103,"$1,000,000","$1,549,000",9/16/2005,Chocolate: Deep Dark Secrets,"$49,000"
5104,"$1,000,000","$51,587",7/1/2011,The Perfect Host,"$48,764"
5105,"$1,000,000","$22,434",9/25/1998,The Last Big Thing,"$22,434"
5106,"$1,000,000","$21,210",8/7/1998,Safe Men,"$21,210"
5107,"$1,000,000","$17,127",8/31/2001,Speedway Junky,"$17,127"
5108,"$1,000,000","$15,156",2/13/2015,Hits,"$15,156"
5109,"$1,000,000","$12,996",9/22/2000,The Specials,"$12,996"
5110,"$1,000,000","$11,574",9/3/2010,16 to Life,"$11,574"
5111,"$1,000,000","$844,377",1/17/2007,Alone with Her,"$10,787"
5112,"$1,000,000","$9,837",10/17/2014,Camp X-Ray,"$9,837"
5113,"$1,000,000","$26,822",11/21/2008,Special,"$7,202"
5114,"$1,000,000","$6,870",4/10/2015,The Sisterhood of Night,"$6,870"
5115,"$1,000,000","$5,494",3/19/1999,Sparkler,"$5,494"
5116,"$1,000,000","$3,700",3/18/2005,The Helixâ¦Loaded,"$3,700"
5117,"$1,000,000","$1,036",5/15/2015,Childless,"$1,036"
5118,"$1,000,000",$884,4/21/2006,In Her Line of Fire,$884
5119,"$1,000,000",$703,12/13/2002,The Jimmy Show,$703
5120,"$1,000,000","$552,614",12/31/2013,Heli,$0
5121,"$1,000,000","$17,721",12/31/2015,Karachi se Lahore,$0
5122,"$1,000,000","$5,382",12/31/2006,Loving Annabelle,$0
5123,"$1,000,000",$26,12/11/2015,American Hero,$0
5124,"$1,000,000",$0,12/1/2009,Frat Party,$0
5125,"$1,000,000",$0,9/15/2006,Jimmy and Judy,$0
5126,"$1,000,000",$0,10/24/2003,The Party's Over,$0
5127,"$1,000,000",$0,7/17/2009,The Poker House,$0
5128,"$1,000,000",$0,9/23/2005,Proud,$0
5129,"$1,000,000",$0,12/31/2008,Steppin: The Movie,$0
5130,"$1,000,000",$0,1/29/2010,Zombies of Mass Destruction,$0
5131,"$1,000,000",$0,3/20/2012,Snow White: A Deadly Summer,$0
5132,"$1,000,000",$0,10/9/2012,Truth or Die,$0
5133,"$1,000,000",$0,5/14/2013,Black Rock,$0
